resample,delta_f1
"[(5784, 5724, 5844), (2550, 2490, 2610), (1860, 1800, 1920), (5784, 5724, 5844), (1860, 1800, 1920), (590, 530, 650), (4724, 4664, 4784), (2550, 2490, 2610), (5031, 4971, 5091), (2550, 2490, 2610), (2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927)]",-0.04026955323240525
"[(590, 530, 650), (22, 0, 82), (376, 316, 436), (376, 316, 436), (5784, 5724, 5844), (376, 316, 436), (1860, 1800, 1920), (4501, 4441, 4561), (4724, 4664, 4784), (5597, 5537, 5657), (5031, 4971, 5091), (3884, 3824, 3944), (376, 316, 436)]",-0.043282642748511096
"[(5784, 5724, 5844), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (2147, 2087, 2207), (5784, 5724, 5844), (2550, 2490, 2610), (2147, 2087, 2207), (4724, 4664, 4784), (2867, 2807, 2927), (1860, 1800, 1920), (590, 530, 650), (22, 0, 82)]",-0.11243419952376787
"[(2550, 2490, 2610), (376, 316, 436), (1860, 1800, 1920), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (5031, 4971, 5091), (5597, 5537, 5657), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784)]",-0.06885323265691357
"[(2550, 2490, 2610), (376, 316, 436), (4501, 4441, 4561), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (2550, 2490, 2610), (4501, 4441, 4561), (5597, 5537, 5657), (2867, 2807, 2927), (3884, 3824, 3944), (5784, 5724, 5844), (5597, 5537, 5657)]",-0.08255808659493419
"[(4724, 4664, 4784), (4501, 4441, 4561), (5597, 5537, 5657), (2867, 2807, 2927), (1860, 1800, 1920), (4724, 4664, 4784), (5597, 5537, 5657), (2550, 2490, 2610), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (590, 530, 650), (5784, 5724, 5844)]",-0.09515985838593893
"[(2867, 2807, 2927), (1860, 1800, 1920), (22, 0, 82), (376, 316, 436), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650), (5784, 5724, 5844), (2147, 2087, 2207), (590, 530, 650), (2550, 2490, 2610), (5031, 4971, 5091), (4724, 4664, 4784)]",-0.08502662474767397
"[(22, 0, 82), (376, 316, 436), (376, 316, 436), (2550, 2490, 2610), (5597, 5537, 5657), (2550, 2490, 2610), (2867, 2807, 2927), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844), (5784, 5724, 5844)]",-0.09299070630490008
"[(4724, 4664, 4784), (1860, 1800, 1920), (5031, 4971, 5091), (4724, 4664, 4784), (4724, 4664, 4784), (3884, 3824, 3944), (3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (2867, 2807, 2927), (4724, 4664, 4784), (3884, 3824, 3944), (1860, 1800, 1920)]",-0.033977435539841894
"[(2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657), (5031, 4971, 5091), (376, 316, 436), (376, 316, 436), (22, 0, 82), (590, 530, 650), (2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (5031, 4971, 5091), (1860, 1800, 1920)]",-0.10679188334700443
"[(2147, 2087, 2207), (3884, 3824, 3944), (5784, 5724, 5844), (2147, 2087, 2207), (2867, 2807, 2927), (5597, 5537, 5657), (2147, 2087, 2207), (3884, 3824, 3944), (5784, 5724, 5844), (22, 0, 82), (3884, 3824, 3944), (1860, 1800, 1920), (4501, 4441, 4561)]",-0.17204486862872087
"[(4501, 4441, 4561), (4501, 4441, 4561), (3884, 3824, 3944), (5784, 5724, 5844), (3884, 3824, 3944), (590, 530, 650), (2550, 2490, 2610), (2550, 2490, 2610), (1860, 1800, 1920), (2147, 2087, 2207), (2147, 2087, 2207), (3884, 3824, 3944), (4501, 4441, 4561)]",-0.0371888670374749
"[(2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944), (3884, 3824, 3944), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (5784, 5724, 5844), (4724, 4664, 4784), (3884, 3824, 3944), (5597, 5537, 5657), (5597, 5537, 5657)]",-0.10577022602594204
"[(22, 0, 82), (590, 530, 650), (22, 0, 82), (22, 0, 82), (22, 0, 82), (3884, 3824, 3944), (4501, 4441, 4561), (2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (2550, 2490, 2610), (590, 530, 650), (2867, 2807, 2927)]",-0.09869811387079802
"[(4501, 4441, 4561), (2147, 2087, 2207), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (5031, 4971, 5091), (4501, 4441, 4561), (5031, 4971, 5091), (4724, 4664, 4784), (2550, 2490, 2610), (3884, 3824, 3944), (2147, 2087, 2207), (5031, 4971, 5091)]",0.004742241083442789
"[(2550, 2490, 2610), (590, 530, 650), (2147, 2087, 2207), (5784, 5724, 5844), (5784, 5724, 5844), (5784, 5724, 5844), (376, 316, 436), (1860, 1800, 1920), (5784, 5724, 5844), (4501, 4441, 4561), (2550, 2490, 2610), (5784, 5724, 5844), (2550, 2490, 2610)]",-0.03818035224963634
"[(5031, 4971, 5091), (5597, 5537, 5657), (1860, 1800, 1920), (3884, 3824, 3944), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091), (4501, 4441, 4561), (376, 316, 436), (2550, 2490, 2610), (590, 530, 650), (4501, 4441, 4561), (3884, 3824, 3944)]",-0.026419936698721946
"[(590, 530, 650), (3884, 3824, 3944), (5597, 5537, 5657), (2867, 2807, 2927), (5784, 5724, 5844), (2867, 2807, 2927), (376, 316, 436), (3884, 3824, 3944), (4501, 4441, 4561), (1860, 1800, 1920), (5597, 5537, 5657), (1860, 1800, 1920), (22, 0, 82)]",-0.12518814357046726
"[(5597, 5537, 5657), (5031, 4971, 5091), (2550, 2490, 2610), (5784, 5724, 5844), (590, 530, 650), (2550, 2490, 2610), (2550, 2490, 2610), (5031, 4971, 5091), (5597, 5537, 5657), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (376, 316, 436)]",-0.08861727229825389
"[(376, 316, 436), (4724, 4664, 4784), (2550, 2490, 2610), (22, 0, 82), (1860, 1800, 1920), (1860, 1800, 1920), (5031, 4971, 5091), (376, 316, 436), (5597, 5537, 5657), (4724, 4664, 4784), (2147, 2087, 2207), (2550, 2490, 2610), (3884, 3824, 3944)]",-0.06755847382713881
"[(5597, 5537, 5657), (1860, 1800, 1920), (2867, 2807, 2927), (5784, 5724, 5844), (2867, 2807, 2927), (1860, 1800, 1920), (2147, 2087, 2207), (5597, 5537, 5657), (590, 530, 650), (376, 316, 436), (3884, 3824, 3944), (22, 0, 82), (22, 0, 82)]",-0.16624126974014283
"[(4501, 4441, 4561), (5597, 5537, 5657), (2867, 2807, 2927), (2147, 2087, 2207), (590, 530, 650), (376, 316, 436), (1860, 1800, 1920), (22, 0, 82), (2147, 2087, 2207), (5597, 5537, 5657), (3884, 3824, 3944), (590, 530, 650), (1860, 1800, 1920)]",-0.16624126974014283
"[(1860, 1800, 1920), (2867, 2807, 2927), (5784, 5724, 5844), (4724, 4664, 4784), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (5784, 5724, 5844), (22, 0, 82), (2550, 2490, 2610), (590, 530, 650), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.05068528060269656
"[(4724, 4664, 4784), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (5031, 4971, 5091), (5031, 4971, 5091), (4501, 4441, 4561), (376, 316, 436), (22, 0, 82), (5784, 5724, 5844), (4724, 4664, 4784), (590, 530, 650), (2550, 2490, 2610)]",-0.04030652469956755
"[(5031, 4971, 5091), (2550, 2490, 2610), (5784, 5724, 5844), (22, 0, 82), (2147, 2087, 2207), (2867, 2807, 2927), (3884, 3824, 3944), (1860, 1800, 1920), (2550, 2490, 2610), (3884, 3824, 3944), (4501, 4441, 4561), (2147, 2087, 2207), (4501, 4441, 4561)]",-0.08746386448884677
"[(4724, 4664, 4784), (5784, 5724, 5844), (5031, 4971, 5091), (2550, 2490, 2610), (5031, 4971, 5091), (376, 316, 436), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (2147, 2087, 2207), (3884, 3824, 3944), (5784, 5724, 5844), (2867, 2807, 2927)]",-0.06513217942014438
"[(5031, 4971, 5091), (4501, 4441, 4561), (5784, 5724, 5844), (3884, 3824, 3944), (5031, 4971, 5091), (22, 0, 82), (3884, 3824, 3944), (2147, 2087, 2207), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (22, 0, 82), (376, 316, 436)]",-0.02387799564270157
"[(5597, 5537, 5657), (2147, 2087, 2207), (3884, 3824, 3944), (22, 0, 82), (22, 0, 82), (2550, 2490, 2610), (4724, 4664, 4784), (3884, 3824, 3944), (5031, 4971, 5091), (5784, 5724, 5844), (590, 530, 650), (3884, 3824, 3944), (4501, 4441, 4561)]",-0.07934475802622032
"[(376, 316, 436), (590, 530, 650), (2550, 2490, 2610), (590, 530, 650), (4501, 4441, 4561), (22, 0, 82), (2550, 2490, 2610), (4501, 4441, 4561), (1860, 1800, 1920), (22, 0, 82), (2867, 2807, 2927), (2867, 2807, 2927), (3884, 3824, 3944)]",-0.07005316337893402
"[(4724, 4664, 4784), (590, 530, 650), (590, 530, 650), (5597, 5537, 5657), (5597, 5537, 5657), (4501, 4441, 4561), (22, 0, 82), (5597, 5537, 5657), (376, 316, 436), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (376, 316, 436)]",-0.06568117106000851
"[(22, 0, 82), (5031, 4971, 5091), (2867, 2807, 2927), (4501, 4441, 4561), (3884, 3824, 3944), (2550, 2490, 2610), (4501, 4441, 4561), (4724, 4664, 4784), (5784, 5724, 5844), (376, 316, 436), (4501, 4441, 4561), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.038399732554296434
"[(2550, 2490, 2610), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (5031, 4971, 5091), (22, 0, 82), (5784, 5724, 5844), (2147, 2087, 2207), (2550, 2490, 2610), (1860, 1800, 1920), (2147, 2087, 2207), (3884, 3824, 3944), (4501, 4441, 4561)]",-0.022234787248445076
"[(3884, 3824, 3944), (2867, 2807, 2927), (2550, 2490, 2610), (590, 530, 650), (3884, 3824, 3944), (3884, 3824, 3944), (5597, 5537, 5657), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (376, 316, 436), (2147, 2087, 2207), (5784, 5724, 5844)]",-0.14454931571495988
"[(3884, 3824, 3944), (2147, 2087, 2207), (2147, 2087, 2207), (1860, 1800, 1920), (4501, 4441, 4561), (3884, 3824, 3944), (2147, 2087, 2207), (2867, 2807, 2927), (1860, 1800, 1920), (376, 316, 436), (2550, 2490, 2610), (2147, 2087, 2207), (3884, 3824, 3944)]",-0.09462691283101718
"[(590, 530, 650), (2867, 2807, 2927), (5784, 5724, 5844), (22, 0, 82), (22, 0, 82), (22, 0, 82), (3884, 3824, 3944), (376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (3884, 3824, 3944), (376, 316, 436), (4501, 4441, 4561)]",-0.12168533213855251
"[(590, 530, 650), (2147, 2087, 2207), (590, 530, 650), (4724, 4664, 4784), (3884, 3824, 3944), (5784, 5724, 5844), (376, 316, 436), (590, 530, 650), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650), (4501, 4441, 4561), (590, 530, 650)]",-0.10137984645140186
"[(4501, 4441, 4561), (4724, 4664, 4784), (5031, 4971, 5091), (4724, 4664, 4784), (1860, 1800, 1920), (4501, 4441, 4561), (5031, 4971, 5091), (5597, 5537, 5657), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657), (2147, 2087, 2207), (5031, 4971, 5091)]",-0.080706600094092
"[(2550, 2490, 2610), (22, 0, 82), (590, 530, 650), (2867, 2807, 2927), (1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (5031, 4971, 5091), (5597, 5537, 5657), (3884, 3824, 3944), (4501, 4441, 4561), (4501, 4441, 4561)]",-0.10586410658681686
"[(1860, 1800, 1920), (22, 0, 82), (2550, 2490, 2610), (5031, 4971, 5091), (1860, 1800, 1920), (2550, 2490, 2610), (2867, 2807, 2927), (2867, 2807, 2927), (2147, 2087, 2207), (376, 316, 436), (376, 316, 436), (1860, 1800, 1920), (2147, 2087, 2207)]",-0.09311546840958604
"[(5597, 5537, 5657), (3884, 3824, 3944), (22, 0, 82), (22, 0, 82), (2867, 2807, 2927), (4724, 4664, 4784), (2867, 2807, 2927), (2147, 2087, 2207), (5784, 5724, 5844), (2147, 2087, 2207), (3884, 3824, 3944), (1860, 1800, 1920), (2867, 2807, 2927)]",-0.16614643254840444
"[(4724, 4664, 4784), (590, 530, 650), (4724, 4664, 4784), (2147, 2087, 2207), (1860, 1800, 1920), (376, 316, 436), (590, 530, 650), (2147, 2087, 2207), (4501, 4441, 4561), (2147, 2087, 2207), (590, 530, 650), (2147, 2087, 2207), (2867, 2807, 2927)]",-0.11148216143776254
"[(2147, 2087, 2207), (2867, 2807, 2927), (3884, 3824, 3944), (5597, 5537, 5657), (22, 0, 82), (2147, 2087, 2207), (1860, 1800, 1920), (2147, 2087, 2207), (5784, 5724, 5844), (376, 316, 436), (4501, 4441, 4561), (1860, 1800, 1920), (5597, 5537, 5657)]",-0.1570391577539042
"[(4501, 4441, 4561), (5597, 5537, 5657), (2147, 2087, 2207), (376, 316, 436), (5597, 5537, 5657), (5784, 5724, 5844), (590, 530, 650), (5784, 5724, 5844), (5784, 5724, 5844), (1860, 1800, 1920), (2867, 2807, 2927), (2550, 2490, 2610), (2550, 2490, 2610)]",-0.14890986314299193
"[(590, 530, 650), (5031, 4971, 5091), (590, 530, 650), (1860, 1800, 1920), (4501, 4441, 4561), (2550, 2490, 2610), (5031, 4971, 5091), (4724, 4664, 4784), (376, 316, 436), (4724, 4664, 4784), (3884, 3824, 3944), (4501, 4441, 4561), (2147, 2087, 2207)]",-0.015412930627654586
"[(5597, 5537, 5657), (2147, 2087, 2207), (2147, 2087, 2207), (376, 316, 436), (5784, 5724, 5844), (2147, 2087, 2207), (5031, 4971, 5091), (590, 530, 650), (2867, 2807, 2927), (3884, 3824, 3944), (2867, 2807, 2927), (5784, 5724, 5844), (22, 0, 82)]",-0.15014454204461286
"[(376, 316, 436), (5784, 5724, 5844), (4724, 4664, 4784), (2867, 2807, 2927), (2147, 2087, 2207), (22, 0, 82), (376, 316, 436), (2147, 2087, 2207), (2550, 2490, 2610), (2550, 2490, 2610), (4501, 4441, 4561), (5597, 5537, 5657), (2550, 2490, 2610)]",-0.14981205552325808
"[(4501, 4441, 4561), (3884, 3824, 3944), (2550, 2490, 2610), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (5597, 5537, 5657), (22, 0, 82), (3884, 3824, 3944), (2550, 2490, 2610), (4501, 4441, 4561), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.12196083428234678
"[(590, 530, 650), (3884, 3824, 3944), (5597, 5537, 5657), (1860, 1800, 1920), (3884, 3824, 3944), (4501, 4441, 4561), (4501, 4441, 4561), (2550, 2490, 2610), (22, 0, 82), (2550, 2490, 2610), (1860, 1800, 1920), (4501, 4441, 4561), (5784, 5724, 5844)]",-0.06235540639330889
"[(2147, 2087, 2207), (5597, 5537, 5657), (4724, 4664, 4784), (2147, 2087, 2207), (2550, 2490, 2610), (376, 316, 436), (1860, 1800, 1920), (4501, 4441, 4561), (376, 316, 436), (4501, 4441, 4561), (4501, 4441, 4561), (2550, 2490, 2610), (376, 316, 436)]",-0.08120917614116135
"[(22, 0, 82), (376, 316, 436), (3884, 3824, 3944), (4501, 4441, 4561), (2550, 2490, 2610), (2550, 2490, 2610), (5597, 5537, 5657), (2550, 2490, 2610), (22, 0, 82), (5031, 4971, 5091), (5031, 4971, 5091), (2550, 2490, 2610), (5784, 5724, 5844)]",-0.029984312543232833
"[(5031, 4971, 5091), (5597, 5537, 5657), (22, 0, 82), (2147, 2087, 2207), (376, 316, 436), (5597, 5537, 5657), (5597, 5537, 5657), (2147, 2087, 2207), (5031, 4971, 5091), (4501, 4441, 4561), (376, 316, 436), (22, 0, 82), (22, 0, 82)]",-0.09160707449104918
"[(4724, 4664, 4784), (2550, 2490, 2610), (5597, 5537, 5657), (2550, 2490, 2610), (5597, 5537, 5657), (4501, 4441, 4561), (4724, 4664, 4784), (3884, 3824, 3944), (2550, 2490, 2610), (1860, 1800, 1920), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650)]",-0.04303154775199794
"[(4501, 4441, 4561), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784), (4724, 4664, 4784), (2550, 2490, 2610), (1860, 1800, 1920), (4501, 4441, 4561), (376, 316, 436), (2867, 2807, 2927), (2867, 2807, 2927), (4501, 4441, 4561), (2147, 2087, 2207)]",-0.0941774758529769
"[(5031, 4971, 5091), (590, 530, 650), (376, 316, 436), (5597, 5537, 5657), (376, 316, 436), (2867, 2807, 2927), (5784, 5724, 5844), (2550, 2490, 2610), (2550, 2490, 2610), (5031, 4971, 5091), (22, 0, 82), (22, 0, 82), (2867, 2807, 2927)]",-0.11067491812196181
"[(2550, 2490, 2610), (5784, 5724, 5844), (4724, 4664, 4784), (5784, 5724, 5844), (590, 530, 650), (5597, 5537, 5657), (5597, 5537, 5657), (1860, 1800, 1920), (22, 0, 82), (5031, 4971, 5091), (5597, 5537, 5657), (5597, 5537, 5657), (22, 0, 82)]",-0.04269395279225416
"[(4501, 4441, 4561), (4724, 4664, 4784), (5031, 4971, 5091), (2867, 2807, 2927), (3884, 3824, 3944), (5597, 5537, 5657), (5031, 4971, 5091), (5784, 5724, 5844), (4501, 4441, 4561), (2147, 2087, 2207), (5597, 5537, 5657), (22, 0, 82), (590, 530, 650)]",-0.14240470663916227
"[(376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (5597, 5537, 5657), (22, 0, 82), (590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (376, 316, 436), (5031, 4971, 5091), (4501, 4441, 4561), (4724, 4664, 4784), (5784, 5724, 5844)]",-0.0464129465309748
"[(590, 530, 650), (3884, 3824, 3944), (5597, 5537, 5657), (1860, 1800, 1920), (5597, 5537, 5657), (4501, 4441, 4561), (3884, 3824, 3944), (5597, 5537, 5657), (5597, 5537, 5657), (5031, 4971, 5091), (22, 0, 82), (22, 0, 82), (376, 316, 436)]",-0.04680617560299588
"[(1860, 1800, 1920), (376, 316, 436), (22, 0, 82), (4724, 4664, 4784), (22, 0, 82), (2867, 2807, 2927), (4501, 4441, 4561), (5784, 5724, 5844), (2147, 2087, 2207), (5784, 5724, 5844), (5597, 5537, 5657), (4724, 4664, 4784), (22, 0, 82)]",-0.15671065310705667
"[(3884, 3824, 3944), (5031, 4971, 5091), (5597, 5537, 5657), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (4724, 4664, 4784), (22, 0, 82), (376, 316, 436), (2550, 2490, 2610), (5031, 4971, 5091), (22, 0, 82), (1860, 1800, 1920)]",-0.024085876462916406
"[(2147, 2087, 2207), (5031, 4971, 5091), (3884, 3824, 3944), (2147, 2087, 2207), (5031, 4971, 5091), (2550, 2490, 2610), (2147, 2087, 2207), (4501, 4441, 4561), (5784, 5724, 5844), (590, 530, 650), (5031, 4971, 5091), (5031, 4971, 5091), (3884, 3824, 3944)]",-0.015166455113503285
"[(5784, 5724, 5844), (590, 530, 650), (5031, 4971, 5091), (4724, 4664, 4784), (376, 316, 436), (5784, 5724, 5844), (5031, 4971, 5091), (3884, 3824, 3944), (2867, 2807, 2927), (2867, 2807, 2927), (590, 530, 650), (5597, 5537, 5657), (3884, 3824, 3944)]",-0.09358943877026224
"[(2550, 2490, 2610), (5031, 4971, 5091), (5784, 5724, 5844), (1860, 1800, 1920), (4501, 4441, 4561), (2147, 2087, 2207), (4501, 4441, 4561), (4501, 4441, 4561), (4724, 4664, 4784), (2550, 2490, 2610), (22, 0, 82), (3884, 3824, 3944), (2147, 2087, 2207)]",-0.020978505841409895
"[(5597, 5537, 5657), (2867, 2807, 2927), (5597, 5537, 5657), (2550, 2490, 2610), (1860, 1800, 1920), (5031, 4971, 5091), (3884, 3824, 3944), (3884, 3824, 3944), (5031, 4971, 5091), (1860, 1800, 1920), (5597, 5537, 5657), (4724, 4664, 4784), (5784, 5724, 5844)]",-0.08123270554788317
"[(590, 530, 650), (5597, 5537, 5657), (4724, 4664, 4784), (5031, 4971, 5091), (4724, 4664, 4784), (590, 530, 650), (22, 0, 82), (1860, 1800, 1920), (590, 530, 650), (5597, 5537, 5657), (1860, 1800, 1920), (2867, 2807, 2927), (376, 316, 436)]",-0.11303429255408834
"[(590, 530, 650), (2867, 2807, 2927), (4501, 4441, 4561), (4501, 4441, 4561), (4724, 4664, 4784), (1860, 1800, 1920), (2147, 2087, 2207), (4724, 4664, 4784), (4501, 4441, 4561), (2867, 2807, 2927), (5784, 5724, 5844), (4501, 4441, 4561), (22, 0, 82)]",-0.12583091984025369
"[(22, 0, 82), (22, 0, 82), (5031, 4971, 5091), (590, 530, 650), (3884, 3824, 3944), (2147, 2087, 2207), (376, 316, 436), (5597, 5537, 5657), (4724, 4664, 4784), (3884, 3824, 3944), (2550, 2490, 2610), (2147, 2087, 2207), (2550, 2490, 2610)]",-0.07676058581337741
"[(4501, 4441, 4561), (3884, 3824, 3944), (376, 316, 436), (5784, 5724, 5844), (2550, 2490, 2610), (5597, 5537, 5657), (376, 316, 436), (2147, 2087, 2207), (3884, 3824, 3944), (1860, 1800, 1920), (376, 316, 436), (4501, 4441, 4561), (590, 530, 650)]",-0.08442661632845688
"[(2550, 2490, 2610), (2550, 2490, 2610), (2147, 2087, 2207), (590, 530, 650), (4724, 4664, 4784), (3884, 3824, 3944), (590, 530, 650), (4501, 4441, 4561), (22, 0, 82), (2147, 2087, 2207), (2147, 2087, 2207), (22, 0, 82), (4501, 4441, 4561)]",-0.043267973856209146
"[(376, 316, 436), (2867, 2807, 2927), (5597, 5537, 5657), (5784, 5724, 5844), (2550, 2490, 2610), (1860, 1800, 1920), (5784, 5724, 5844), (2147, 2087, 2207), (2867, 2807, 2927), (4501, 4441, 4561), (4724, 4664, 4784), (22, 0, 82), (2147, 2087, 2207)]",-0.14155374303685103
"[(2867, 2807, 2927), (2867, 2807, 2927), (22, 0, 82), (590, 530, 650), (1860, 1800, 1920), (5597, 5537, 5657), (5597, 5537, 5657), (22, 0, 82), (4724, 4664, 4784), (376, 316, 436), (4501, 4441, 4561), (5784, 5724, 5844), (376, 316, 436)]",-0.12485963892361965
"[(3884, 3824, 3944), (590, 530, 650), (4501, 4441, 4561), (5784, 5724, 5844), (4724, 4664, 4784), (1860, 1800, 1920), (5031, 4971, 5091), (1860, 1800, 1920), (2550, 2490, 2610), (376, 316, 436), (22, 0, 82), (1860, 1800, 1920), (4724, 4664, 4784)]",0.009269424953747829
"[(590, 530, 650), (4501, 4441, 4561), (5597, 5537, 5657), (4501, 4441, 4561), (2147, 2087, 2207), (2550, 2490, 2610), (22, 0, 82), (2867, 2807, 2927), (4724, 4664, 4784), (4501, 4441, 4561), (5597, 5537, 5657), (5597, 5537, 5657), (4501, 4441, 4561)]",-0.17195788159157677
"[(5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (2550, 2490, 2610), (2867, 2807, 2927), (5597, 5537, 5657), (4501, 4441, 4561), (2147, 2087, 2207), (2867, 2807, 2927), (590, 530, 650), (1860, 1800, 1920), (590, 530, 650), (5784, 5724, 5844)]",-0.14463342083569183
"[(4501, 4441, 4561), (376, 316, 436), (376, 316, 436), (3884, 3824, 3944), (3884, 3824, 3944), (1860, 1800, 1920), (4724, 4664, 4784), (22, 0, 82), (5031, 4971, 5091), (590, 530, 650), (2147, 2087, 2207), (3884, 3824, 3944), (3884, 3824, 3944)]",-0.033407927115769065
"[(2550, 2490, 2610), (1860, 1800, 1920), (5597, 5537, 5657), (5031, 4971, 5091), (2550, 2490, 2610), (376, 316, 436), (2550, 2490, 2610), (590, 530, 650), (376, 316, 436), (5031, 4971, 5091), (4501, 4441, 4561), (5597, 5537, 5657), (5031, 4971, 5091)]",-0.02874217571079138
"[(22, 0, 82), (2147, 2087, 2207), (5784, 5724, 5844), (5784, 5724, 5844), (2550, 2490, 2610), (5784, 5724, 5844), (4501, 4441, 4561), (4724, 4664, 4784), (4501, 4441, 4561), (4724, 4664, 4784), (376, 316, 436), (1860, 1800, 1920), (1860, 1800, 1920)]",-0.03784889398365479
"[(376, 316, 436), (4724, 4664, 4784), (2147, 2087, 2207), (2867, 2807, 2927), (1860, 1800, 1920), (5031, 4971, 5091), (22, 0, 82), (590, 530, 650), (5031, 4971, 5091), (3884, 3824, 3944), (22, 0, 82), (2147, 2087, 2207), (4724, 4664, 4784)]",-0.09496571606049264
"[(5784, 5724, 5844), (2867, 2807, 2927), (4501, 4441, 4561), (1860, 1800, 1920), (4501, 4441, 4561), (4501, 4441, 4561), (2867, 2807, 2927), (590, 530, 650), (4724, 4664, 4784), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (2867, 2807, 2927)]",-0.08679738562091506
"[(22, 0, 82), (5597, 5537, 5657), (590, 530, 650), (4724, 4664, 4784), (590, 530, 650), (2867, 2807, 2927), (590, 530, 650), (4501, 4441, 4561), (590, 530, 650), (22, 0, 82), (2867, 2807, 2927), (2550, 2490, 2610), (1860, 1800, 1920)]",-0.12858352334440137
